pop,s.region,ms,id,rep,mom,year,surv,leaf.num,leaf.length,rack
L11,SO.s,S,AW0206,1,AW0206,0,1,8,20,35
L11,SO.s,S,AW0206,2,AW0206,0,1,6,14,35
L11,SO.s,S,AW0206,3,AW0206,0,1,9,14,35
L11,SO.s,S,AW0206,6,AW0206,0,1,5,10,37
L11,SO.s,S,AW0206,7,AW0206,0,1,6,11,37
L11,SO.s,S,AW0206,8,AW0206,0,1,4,8,37
L11,SO.s,S,AW0206,13,AW0206,0,1,6,14,37
L11,SO.s,S,AW0206,14,AW0206,0,1,6,12,5
L11,SO.s,S,AW0206,15,AW0206,0,1,8,25,5
L11,SO.s,S,AW0206,17,AW0206,0,1,6,6,5
L11,SO.s,S,AW0206,18,AW0206,0,1,4,9,5
L11,SO.s,S,AW0206,19,AW0206,0,1,9,25,16
L11,SO.s,S,AW0206,21,AW0206,0,1,4,12,16
L11,SO.s,S,AW0206,22,AW0206,0,1,6,11,16
L11,SO.s,S,AW0206,25,AW0206,0,1,4,6,16
L11,SO.s,S,AW0206,28,AW0206,0,1,9,21,18
L11,SO.s,S,AW0206,29,AW0206,0,1,11,21,18
L11,SO.s,S,AW0206,30,AW0206,0,1,5,10,18
L11,SO.s,S,AW0206,31,AW0206,0,1,3,13,18
L11,SO.s,S,AW0206,32,AW0206,0,1,3,3,22
L11,SO.s,S,AW0207,1,AW0207,0,1,6,13,22
L11,SO.s,S,AW0207,2,AW0207,0,1,9,15,22
L11,SO.s,S,AW0207,3,AW0207,0,1,11,19,22
L11,SO.s,S,AW0207,4,AW0207,0,1,10,15,28
L11,SO.s,S,AW0207,5,AW0207,0,1,4,7,28
L11,SO.s,S,AW0207,6,AW0207,0,1,4,5,28
L11,SO.s,S,AW0207,9,AW0207,0,1,14,22,28
L11,SO.s,S,AW0207,10,AW0207,0,1,5,6,29
L11,SO.s,S,AW0207,11,AW0207,0,1,5,8,29
L11,SO.s,S,AW0207,13,AW0207,0,1,7,9,29
L11,SO.s,S,AW0207,20,AW0207,0,1,7,9,29
L11,SO.s,S,AW0207,21,AW0207,0,1,4,7,32
L11,SO.s,S,AW0207,22,AW0207,0,1,14,10,32
L11,SO.s,S,AW0207,25,AW0207,0,1,5,13,32
L11,SO.s,S,AW0207,29,AW0207,0,1,8,11,32
L11,SO.s,S,AW0207,32,AW0207,0,1,10,25,40
L11,SO.s,S,AW0212,1,AW0212,0,1,10,20,40
L11,SO.s,S,AW0212,5,AW0212,0,1,5,8,40
L11,SO.s,S,AW0212,8,AW0212,0,1,5,9,40
L11,SO.s,S,AW0212,9,AW0212,0,1,12,28,6
L11,SO.s,S,AW0212,13,AW0212,0,1,7,21,6
L11,SO.s,S,AW0212,14,AW0212,0,1,6,14,6
L11,SO.s,S,AW0212,15,AW0212,0,1,5,8,6
L11,SO.s,S,AW0212,16,AW0212,0,1,7,18,7
L11,SO.s,S,AW0212,17,AW0212,0,1,5,15,7
L11,SO.s,S,AW0212,18,AW0212,0,1,5,12,7
L11,SO.s,S,AW0212,22,AW0212,0,1,8,15,7
L11,SO.s,S,AW0212,29,AW0212,0,1,2,4,10
L11,SO.s,S,AW0213,2,AW0213,0,1,4,5,10
L11,SO.s,S,AW0213,5,AW0213,0,1,10,17,10
L11,SO.s,S,AW0213,6,AW0213,0,1,10,23,10
L11,SO.s,S,AW0213,7,AW0213,0,1,6,11,15
L11,SO.s,S,AW0213,9,AW0213,0,1,5,8,15
L11,SO.s,S,AW0213,13,AW0213,0,1,6,15,15
L11,SO.s,S,AW0213,24,AW0213,0,1,4,11,15
L11,SO.s,S,AW0213,25,AW0213,0,1,6,16,19
L12,SO.s,S,AW0283,1,AW0283,0,1,3,3,19
L12,SO.s,S,AW0283,2,AW0283,0,1,3,6,19
L12,SO.s,S,AW0283,3,AW0283,0,1,7,15,19
L12,SO.s,S,AW0283,4,AW0283,0,1,4,6,25
L12,SO.s,S,AW0283,5,AW0283,0,1,3,5,25
L12,SO.s,S,AW0283,6,AW0283,0,1,4,10,25
L12,SO.s,S,AW0283,7,AW0283,0,1,5,12,25
L12,SO.s,S,AW0283,10,AW0283,0,1,4,10,33
L12,SO.s,S,AW0283,11,AW0283,0,1,6,9,33
L12,SO.s,S,AW0283,12,AW0283,0,1,11,15,33
L12,SO.s,S,AW0283,13,AW0283,0,1,13,18,33
L12,SO.s,S,AW0283,14,AW0283,0,1,6,13,34
L12,SO.s,S,AW0283,15,AW0283,0,1,4,11,34
L12,SO.s,S,AW0283,16,AW0283,0,1,6,13,34
L12,SO.s,S,AW0283,17,AW0283,0,1,8,22,34
L12,SO.s,S,AW0283,18,AW0283,0,1,7,12,1
L12,SO.s,S,AW0283,19,AW0283,0,1,12,13,1
L12,SO.s,S,AW0283,21,AW0283,0,1,11,19,1
L12,SO.s,S,AW0283,22,AW0283,0,1,13,30,1
L12,SO.s,S,AW0283,23,AW0283,0,1,8,14,8
L12,SO.s,S,AW0283,25,AW0283,0,1,6,8,8
L12,SO.s,S,AW0283,26,AW0283,0,1,4,8,8
L12,SO.s,S,AW0283,30,AW0283,0,1,6,10,8
L12,SO.s,S,AW0283,31,AW0283,0,1,6,8,9
L12,SO.s,S,AW0286,1,AW0286,0,1,4,10,9
L12,SO.s,S,AW0286,2,AW0286,0,1,9,16,9
L12,SO.s,S,AW0286,3,AW0286,0,1,8,24,9
L12,SO.s,S,AW0286,4,AW0286,0,1,17,33,9
L12,SO.s,S,AW0286,5,AW0286,0,1,7,14,9
L12,SO.s,S,AW0286,6,AW0286,0,1,13,16,9
L12,SO.s,S,AW0286,7,AW0286,0,1,5,10,9
L12,SO.s,S,AW0286,8,AW0286,0,1,5,11,23
L12,SO.s,S,AW0286,12,AW0286,0,1,9,22,23
L12,SO.s,S,AW0286,17,AW0286,0,1,4,10,23
L12,SO.s,S,AW0286,18,AW0286,0,1,14,21,23
L12,SO.s,S,AW0286,19,AW0286,0,1,8,14,24
L12,SO.s,S,AW0286,20,AW0286,0,1,5,8,24
L12,SO.s,S,AW0286,21,AW0286,0,1,5,10,24
L12,SO.s,S,AW0286,22,AW0286,0,1,5,11,24
L12,SO.s,S,AW0286,24,AW0286,0,1,6,10,31
L12,SO.s,S,AW0286,25,AW0286,0,1,9,20,31
L12,SO.s,S,AW0286,26,AW0286,0,1,5,10,31
L12,SO.s,S,AW0286,27,AW0286,0,1,10,17,31
L12,SO.s,S,AW0286,28,AW0286,0,1,6,12,36
L12,SO.s,S,AW0286,29,AW0286,0,1,8,13,36
L12,SO.s,S,AW0286,30,AW0286,0,1,6,14,36
L12,SO.s,S,AW0286,31,AW0286,0,1,10,18,36
L12,SO.s,S,AW0286,32,AW0286,0,1,8,12,3
L12,SO.s,S,AW0289,1,AW0289,0,1,10,20,3
L12,SO.s,S,AW0289,2,AW0289,0,1,13,23,3
L12,SO.s,S,AW0289,3,AW0289,0,1,10,24,3
L12,SO.s,S,AW0289,4,AW0289,0,1,7,26,6
L12,SO.s,S,AW0289,5,AW0289,0,1,6,10,6
L12,SO.s,S,AW0289,6,AW0289,0,1,6,12,6
L12,SO.s,S,AW0289,7,AW0289,0,1,13,19,6
L12,SO.s,S,AW0289,8,AW0289,0,1,8,14,15
L12,SO.s,S,AW0289,9,AW0289,0,1,5,8,15
L12,SO.s,S,AW0289,10,AW0289,0,1,5,12,15
L12,SO.s,S,AW0289,12,AW0289,0,1,4,10,15
L12,SO.s,S,AW0289,18,AW0289,0,1,5,10,22
L12,SO.s,S,AW0289,20,AW0289,0,1,5,9,22
L12,SO.s,S,AW0289,21,AW0289,0,1,7,12,22
L12,SO.s,S,AW0289,22,AW0289,0,1,6,19,22
L12,SO.s,S,AW0289,23,AW0289,0,1,4,10,24
L12,SO.s,S,AW0289,25,AW0289,0,1,10,25,24
L12,SO.s,S,AW0289,26,AW0289,0,1,7,19,24
L12,SO.s,S,AW0289,27,AW0289,0,1,9,19,24
L12,SO.s,S,AW0289,28,AW0289,0,1,7,11,26
L12,SO.s,S,AW0289,29,AW0289,0,1,11,20,26
L12,SO.s,S,AW0289,30,AW0289,0,1,11,20,26
L12,SO.s,S,AW0289,31,AW0289,0,1,10,26,26
L12,SO.s,S,AW0289,32,AW0289,0,1,7,17,34
L12,SO.s,S,AW0291,1,AW0291,0,1,14,22,34
L12,SO.s,S,AW0291,2,AW0291,0,1,14,25,34
L12,SO.s,S,AW0291,3,AW0291,0,1,5,14,34
L12,SO.s,S,AW0291,4,AW0291,0,1,4,15,44
L12,SO.s,S,AW0291,5,AW0291,0,1,5,9,44
L12,SO.s,S,AW0291,6,AW0291,0,1,10,27,44
L12,SO.s,S,AW0291,7,AW0291,0,1,8,12,44
L12,SO.s,S,AW0291,8,AW0291,0,1,6,10,4
L12,SO.s,S,AW0291,9,AW0291,0,1,7,12,4
L12,SO.s,S,AW0291,10,AW0291,0,1,5,9,4
L12,SO.s,S,AW0291,11,AW0291,0,1,5,10,4
L12,SO.s,S,AW0291,12,AW0291,0,1,6,10,12
L12,SO.s,S,AW0291,13,AW0291,0,1,14,20,12
L12,SO.s,S,AW0291,14,AW0291,0,1,10,24,12
L12,SO.s,S,AW0291,15,AW0291,0,1,15,22,12
L12,SO.s,S,AW0291,16,AW0291,0,1,8,19,17
L12,SO.s,S,AW0291,17,AW0291,0,1,6,18,17
L12,SO.s,S,AW0291,18,AW0291,0,1,7,11,17
L12,SO.s,S,AW0291,20,AW0291,0,1,5,12,17
L12,SO.s,S,AW0291,21,AW0291,0,1,7,26,18
L12,SO.s,S,AW0291,22,AW0291,0,1,8,20,18
L12,SO.s,S,AW0291,25,AW0291,0,1,5,10,18
L12,SO.s,S,AW0291,26,AW0291,0,1,10,20,18
L12,SO.s,S,AW0291,27,AW0291,0,1,15,26,20
L12,SO.s,S,AW0291,28,AW0291,0,1,12,21,20
L12,SO.s,S,AW0291,29,AW0291,0,1,8,20,20
L12,SO.s,S,AW0291,30,AW0291,0,1,10,25,20
L12,SO.s,S,AW0291,31,AW0291,0,1,7,15,28
L12,SO.s,S,AW0292,1,AW0292,0,1,11,24,28
L12,SO.s,S,AW0292,2,AW0292,0,1,6,11,28
L12,SO.s,S,AW0292,3,AW0292,0,1,9,17,28
L12,SO.s,S,AW0292,4,AW0292,0,1,16,30,35
L12,SO.s,S,AW0292,7,AW0292,0,1,11,20,35
L12,SO.s,S,AW0292,9,AW0292,0,1,6,14,35
L12,SO.s,S,AW0292,10,AW0292,0,1,4,5,35
L12,SO.s,S,AW0292,11,AW0292,0,1,8,11,38
L12,SO.s,S,AW0292,12,AW0292,0,1,12,28,38
L12,SO.s,S,AW0292,14,AW0292,0,1,4,6,38
L12,SO.s,S,AW0292,17,AW0292,0,1,12,21,38
L12,SO.s,S,AW0292,18,AW0292,0,1,10,24,2
L12,SO.s,S,AW0292,22,AW0292,0,1,3,11,2
L12,SO.s,S,AW0292,25,AW0292,0,1,9,9,2
L12,SO.s,S,AW0292,29,AW0292,0,1,4,9,2
L12,SO.s,S,AW0292,30,AW0292,0,1,5,10,12
L12,SO.s,S,AW0293,5,AW0293,0,1,9,16,12
L12,SO.s,S,AW0293,6,AW0293,0,1,9,27,12
L12,SO.s,S,AW0293,10,AW0293,0,1,3,5,12
L12,SO.s,S,AW0293,21,AW0293,0,1,4,10,15
L12,SO.s,S,AW0294,1,AW0294,0,1,8,20,15
L12,SO.s,S,AW0294,2,AW0294,0,1,8,8,15
L12,SO.s,S,AW0294,3,AW0294,0,1,5,10,15
L12,SO.s,S,AW0294,5,AW0294,0,1,5,11,26
L12,SO.s,S,AW0294,6,AW0294,0,1,6,9,26
L12,SO.s,S,AW0294,9,AW0294,0,1,6,13,26
L12,SO.s,S,AW0294,14,AW0294,0,1,5,10,26
L12,SO.s,S,AW0294,15,AW0294,0,1,11,23,41
L12,SO.s,S,AW0294,16,AW0294,0,1,6,14,41
L12,SO.s,S,AW0294,17,AW0294,0,1,2,3,41
L12,SO.s,S,AW0294,18,AW0294,0,1,14,23,41
L12,SO.s,S,AW0294,19,AW0294,0,1,4,9,4
L12,SO.s,S,AW0294,21,AW0294,0,1,4,12,4
L12,SO.s,S,AW0294,22,AW0294,0,1,5,8,4
L12,SO.s,S,AW0294,23,AW0294,0,1,5,6,4
L12,SO.s,S,AW0294,24,AW0294,0,1,8,15,7
L12,SO.s,S,AW0294,25,AW0294,0,1,8,18,7
L12,SO.s,S,AW0294,26,AW0294,0,1,7,16,7
L12,SO.s,S,AW0294,27,AW0294,0,1,5,17,7
L12,SO.s,S,AW0294,28,AW0294,0,1,8,9,8
L12,SO.s,S,AW0294,29,AW0294,0,1,8,16,8
L12,SO.s,S,AW0294,30,AW0294,0,1,9,23,8
L12,SO.s,S,AW0294,31,AW0294,0,1,11,22,8
L12,SO.s,S,AW0294,32,AW0294,0,1,5,14,10
L12,SO.s,S,AW0296,1,AW0296,0,1,7,15,10
L12,SO.s,S,AW0296,2,AW0296,0,1,8,15,10
L12,SO.s,S,AW0296,3,AW0296,0,1,4,7,10
L12,SO.s,S,AW0296,4,AW0296,0,1,8,12,21
L12,SO.s,S,AW0296,5,AW0296,0,1,7,10,21
L12,SO.s,S,AW0296,6,AW0296,0,1,6,11,21
L12,SO.s,S,AW0296,7,AW0296,0,1,11,15,21
L12,SO.s,S,AW0296,8,AW0296,0,1,8,16,25
L12,SO.s,S,AW0296,9,AW0296,0,1,9,25,25
L12,SO.s,S,AW0296,10,AW0296,0,1,7,10,25
L12,SO.s,S,AW0296,11,AW0296,0,1,7,10,25
L12,SO.s,S,AW0296,16,AW0296,0,1,7,8,25
L12,SO.s,S,AW0296,17,AW0296,0,1,4,7,25
L12,SO.s,S,AW0296,19,AW0296,0,1,4,10,25
L12,SO.s,S,AW0296,20,AW0296,0,1,6,15,25
L12,SO.s,S,AW0296,21,AW0296,0,1,4,12,40
L12,SO.s,S,AW0296,23,AW0296,0,1,8,9,40
L12,SO.s,S,AW0296,24,AW0296,0,1,6,12,40
L12,SO.s,S,AW0296,25,AW0296,0,1,3,5,40
L12,SO.s,S,AW0296,29,AW0296,0,1,5,9,8
L12,SO.s,S,AW0299,1,AW0299,0,1,7,15,8
L12,SO.s,S,AW0299,2,AW0299,0,1,6,13,8
L12,SO.s,S,AW0299,3,AW0299,0,1,8,16,8
L12,SO.s,S,AW0299,4,AW0299,0,1,6,10,8
L12,SO.s,S,AW0299,5,AW0299,0,1,16,25,8
L12,SO.s,S,AW0299,6,AW0299,0,1,21,25,8
L12,SO.s,S,AW0299,7,AW0299,0,1,5,13,8
L12,SO.s,S,AW0299,8,AW0299,0,1,8,19,10
L12,SO.s,S,AW0299,9,AW0299,0,1,6,13,10
L12,SO.s,S,AW0299,10,AW0299,0,1,6,19,10
L12,SO.s,S,AW0299,11,AW0299,0,1,5,12,10
L12,SO.s,S,AW0299,12,AW0299,0,1,8,10,4
L12,SO.s,S,AW0299,13,AW0299,0,1,4,10,4
L12,SO.s,S,AW0299,14,AW0299,0,1,11,31,4
L12,SO.s,S,AW0299,17,AW0299,0,1,7,11,4
L12,SO.s,S,AW0299,18,AW0299,0,1,5,8,8
L12,SO.s,S,AW0299,19,AW0299,0,1,3,7,8
L12,SO.s,S,AW0299,20,AW0299,0,1,5,7,8
L12,SO.s,S,AW0299,21,AW0299,0,1,8,13,8
L12,SO.s,S,AW0299,22,AW0299,0,1,6,15,17
L12,SO.s,S,AW0299,23,AW0299,0,1,12,16,17
L12,SO.s,S,AW0299,24,AW0299,0,1,4,6,17
L12,SO.s,S,AW0299,27,AW0299,0,1,10,20,17
L12,SO.s,S,AW0299,28,AW0299,0,1,4,8,25
L12,SO.s,S,AW0299,29,AW0299,0,1,5,16,25
L12,SO.s,S,AW0299,30,AW0299,0,1,4,4,25
L12,SO.s,S,AW0299,31,AW0299,0,1,4,6,25
L12,SO.s,S,AW0299,32,AW0299,0,1,4,11,30
L12,SO.s,S,AW0302,1,AW0302,0,1,8,19,30
L12,SO.s,S,AW0302,2,AW0302,0,1,8,10,30
L12,SO.s,S,AW0302,3,AW0302,0,1,7,16,30
L12,SO.s,S,AW0302,4,AW0302,0,1,10,23,33
L12,SO.s,S,AW0302,5,AW0302,0,1,4,6,33
L12,SO.s,S,AW0302,6,AW0302,0,1,6,14,33
L12,SO.s,S,AW0302,7,AW0302,0,1,5,10,33
L12,SO.s,S,AW0302,8,AW0302,0,1,10,31,39
L12,SO.s,S,AW0302,9,AW0302,0,1,7,15,39
L12,SO.s,S,AW0302,10,AW0302,0,1,5,12,39
L12,SO.s,S,AW0302,13,AW0302,0,1,7,15,39
L12,SO.s,S,AW0302,14,AW0302,0,1,9,19,40
L12,SO.s,S,AW0302,15,AW0302,0,1,11,17,40
L12,SO.s,S,AW0302,17,AW0302,0,1,5,10,40
L12,SO.s,S,AW0302,18,AW0302,0,1,6,16,40
L12,SO.s,S,AW0302,19,AW0302,0,1,6,16,4
L12,SO.s,S,AW0302,20,AW0302,0,1,10,19,4
L12,SO.s,S,AW0302,21,AW0302,0,1,3,4,4
L12,SO.s,S,AW0302,22,AW0302,0,1,6,12,4
L12,SO.s,S,AW0302,23,AW0302,0,1,6,13,9
L12,SO.s,S,AW0302,24,AW0302,0,1,7,15,9
L12,SO.s,S,AW0302,25,AW0302,0,1,12,25,9
L12,SO.s,S,AW0302,26,AW0302,0,1,7,22,9
L12,SO.s,S,AW0302,27,AW0302,0,1,9,20,14
L12,SO.s,S,AW0302,28,AW0302,0,1,10,24,14
L12,SO.s,S,AW0302,29,AW0302,0,1,3,4,14
L12,SO.s,S,AW0302,30,AW0302,0,1,5,9,14
L12,SO.s,S,AW0302,32,AW0302,0,1,6,15,16
L12,SO.s,S,AW0304,3,AW0304,0,1,7,12,16
L12,SO.s,S,AW0304,4,AW0304,0,1,6,15,16
L12,SO.s,S,AW0304,5,AW0304,0,1,8,15,16
L12,SO.s,S,AW0304,6,AW0304,0,1,8,16,16
L12,SO.s,S,AW0304,7,AW0304,0,1,5,14,16
L12,SO.s,S,AW0304,8,AW0304,0,1,7,11,16
L12,SO.s,S,AW0304,11,AW0304,0,1,4,8,16
L12,SO.s,S,AW0304,12,AW0304,0,1,11,30,20
L12,SO.s,S,AW0304,13,AW0304,0,1,5,8,20
L12,SO.s,S,AW0304,14,AW0304,0,1,9,15,20
L12,SO.s,S,AW0304,15,AW0304,0,1,6,13,20
L12,SO.s,S,AW0304,16,AW0304,0,1,5,7,28
L12,SO.s,S,AW0304,23,AW0304,0,1,7,15,28
L12,SO.s,S,AW0304,24,AW0304,0,1,13,20,28
L12,SO.s,S,AW0304,25,AW0304,0,1,7,8,28
L12,SO.s,S,AW0304,26,AW0304,0,1,6,7,36
L12,SO.s,S,AW0304,29,AW0304,0,1,15,20,36
L12,SO.s,S,AW0304,30,AW0304,0,1,6,14,36
L12,SO.s,S,AW0304,31,AW0304,0,1,10,15,36
L12,SO.s,S,AW0304,32,AW0304,0,1,9,25,2
C27,A.s,A,EH0004,3,EH0004,0,1,10,15,2
C27,A.s,A,EH0004,4,EH0004,0,1,8,14,2
C27,A.s,A,EH0004,5,EH0004,0,1,5,20,2
C27,A.s,A,EH0004,6,EH0004,0,1,4,10,20
C27,A.s,A,EH0004,7,EH0004,0,1,7,11,20
C27,A.s,A,EH0004,8,EH0004,0,1,5,8,20
C27,A.s,A,EH0004,9,EH0004,0,1,7,20,20
C27,A.s,A,EH0004,10,EH0004,0,1,6,10,20
C27,A.s,A,EH0004,11,EH0004,0,1,6,16,20
C27,A.s,A,EH0004,12,EH0004,0,1,3,5,20
C27,A.s,A,EH0004,15,EH0004,0,1,12,35,20
C27,A.s,A,EH0004,16,EH0004,0,1,6,19,20
C27,A.s,A,EH0004,18,EH0004,0,1,3,4,20
C27,A.s,A,EH0004,19,EH0004,0,1,9,19,20
C27,A.s,A,EH0004,20,EH0004,0,1,3,13,20
C27,A.s,A,EH0004,21,EH0004,0,1,6,18,27
C27,A.s,A,EH0004,24,EH0004,0,1,4,15,27
C27,A.s,A,EH0004,26,EH0004,0,1,9,19,27
C27,A.s,A,EH0004,27,EH0004,0,1,5,8,27
C27,A.s,A,EH0004,28,EH0004,0,1,6,20,30
C27,A.s,A,EH0004,30,EH0004,0,1,4,11,30
C27,A.s,A,EH0004,31,EH0004,0,1,5,14,30
C27,A.s,A,EH0004,32,EH0004,0,1,5,16,30
C27,A.s,A,EH0005,1,EH0005,0,1,8,19,34
C27,A.s,A,EH0005,2,EH0005,0,1,10,26,34
C27,A.s,A,EH0005,3,EH0005,0,1,5,12,34
C27,A.s,A,EH0005,4,EH0005,0,1,13,24,34
C27,A.s,A,EH0005,5,EH0005,0,1,6,15,39
C27,A.s,A,EH0005,6,EH0005,0,1,6,12,39
C27,A.s,A,EH0005,8,EH0005,0,1,13,34,39
C27,A.s,A,EH0005,9,EH0005,0,1,7,20,39
C27,A.s,A,EH0005,11,EH0005,0,1,7,14,6
C27,A.s,A,EH0005,12,EH0005,0,1,8,16,6
C27,A.s,A,EH0005,14,EH0005,0,1,6,17,6
C27,A.s,A,EH0005,17,EH0005,0,1,6,14,6
C27,A.s,A,EH0005,19,EH0005,0,1,12,26,7
C27,A.s,A,EH0005,20,EH0005,0,1,6,16,7
C27,A.s,A,EH0005,21,EH0005,0,1,14,29,7
C27,A.s,A,EH0005,23,EH0005,0,1,12,31,7
C27,A.s,A,EH0005,24,EH0005,0,1,6,15,8
C27,A.s,A,EH0005,25,EH0005,0,1,6,15,8
C27,A.s,A,EH0005,26,EH0005,0,1,6,14,8
C27,A.s,A,EH0005,29,EH0005,0,1,4,10,8
C27,A.s,A,EH0005,30,EH0005,0,1,6,10,12
C27,A.s,A,EH0011,3,EH0011,0,1,7,19,12
C27,A.s,A,EH0011,4,EH0011,0,1,4,13,12
C27,A.s,A,EH0011,8,EH0011,0,1,6,15,12
C27,A.s,A,EH0011,9,EH0011,0,1,6,19,16
C27,A.s,A,EH0011,10,EH0011,0,1,6,15,16
C27,A.s,A,EH0011,11,EH0011,0,1,4,8,16
C27,A.s,A,EH0011,16,EH0011,0,1,4,14,16
C27,A.s,A,EH0011,18,EH0011,0,1,5,12,20
C27,A.s,A,EH0011,19,EH0011,0,1,8,20,20
C27,A.s,A,EH0011,20,EH0011,0,1,5,15,20
C27,A.s,A,EH0011,22,EH0011,0,1,7,17,20
C27,A.s,A,EH0011,23,EH0011,0,1,5,15,41
C27,A.s,A,EH0011,24,EH0011,0,1,5,12,41
C27,A.s,A,EH0011,25,EH0011,0,1,8,16,41
C27,A.s,A,EH0011,26,EH0011,0,1,4,8,41
C27,A.s,A,EH0011,28,EH0011,0,1,6,13,44
C27,A.s,A,EH0011,29,EH0011,0,1,7,21,44
C27,A.s,A,EH0011,30,EH0011,0,1,4,7,44
C27,A.s,A,EH0011,30,EH0011,0,1,3,4,44
C27,A.s,A,EH0011,31,EH0011,0,1,2,6,1
C27,A.s,A,EH0012,1,EH0012,0,1,17,31,1
C27,A.s,A,EH0012,2,EH0012,0,1,10,21,1
C27,A.s,A,EH0012,4,EH0012,0,1,5,13,1
C27,A.s,A,EH0012,7,EH0012,0,1,12,16,12
C27,A.s,A,EH0012,8,EH0012,0,1,6,14,12
C27,A.s,A,EH0012,9,EH0012,0,1,3,9,12
C27,A.s,A,EH0012,10,EH0012,0,1,6,21,12
C27,A.s,A,EH0012,12,EH0012,0,1,7,19,13
C27,A.s,A,EH0012,14,EH0012,0,1,7,12,13
C27,A.s,A,EH0012,15,EH0012,0,1,7,21,13
C27,A.s,A,EH0012,16,EH0012,0,1,9,12,13
C27,A.s,A,EH0012,17,EH0012,0,1,4,10,23
C27,A.s,A,EH0012,18,EH0012,0,1,8,16,23
C27,A.s,A,EH0012,19,EH0012,0,1,7,19,23
C27,A.s,A,EH0012,20,EH0012,0,1,6,16,23
C27,A.s,A,EH0012,21,EH0012,0,1,7,11,24
C27,A.s,A,EH0012,22,EH0012,0,1,7,12,24
C27,A.s,A,EH0012,26,EH0012,0,1,6,14,24
C27,A.s,A,EH0012,31,EH0012,0,1,6,20,24
C27,A.s,A,EH0012,32,EH0012,0,1,6,23,29
C27,A.s,A,EH0016,2,EH0016,0,1,14,35,29
C27,A.s,A,EH0016,3,EH0016,0,1,14,27,29
C27,A.s,A,EH0016,4,EH0016,0,1,12,23,29
C27,A.s,A,EH0016,5,EH0016,0,1,7,18,39
C27,A.s,A,EH0016,6,EH0016,0,1,14,19,39
C27,A.s,A,EH0016,7,EH0016,0,1,8,30,39
C27,A.s,A,EH0016,8,EH0016,0,1,10,20,39
C27,A.s,A,EH0016,9,EH0016,0,1,7,16,41
C27,A.s,A,EH0016,10,EH0016,0,1,8,20,41
C27,A.s,A,EH0016,13,EH0016,0,1,11,26,41
C27,A.s,A,EH0016,14,EH0016,0,1,6,13,41
C27,A.s,A,EH0016,15,EH0016,0,1,13,29,4
C27,A.s,A,EH0016,16,EH0016,0,1,8,30,4
C27,A.s,A,EH0016,19,EH0016,0,1,8,22,4
C27,A.s,A,EH0016,20,EH0016,0,1,7,13,4
C27,A.s,A,EH0016,23,EH0016,0,1,5,7,14
C27,A.s,A,EH0016,24,EH0016,0,1,11,19,14
C27,A.s,A,EH0016,25,EH0016,0,1,6,19,14
C27,A.s,A,EH0016,26,EH0016,0,1,5,10,14
C27,A.s,A,EH0016,27,EH0016,0,1,4,7,16
C27,A.s,A,EH0016,28,EH0016,0,1,3,6,16
C27,A.s,A,EH0016,29,EH0016,0,1,4,11,16
C27,A.s,A,EH0016,30,EH0016,0,1,11,25,16
C27,A.s,A,EH0017,1,EH0017,0,1,6,16,16
C27,A.s,A,EH0017,2,EH0017,0,1,9,16,16
C27,A.s,A,EH0017,3,EH0017,0,1,9,16,16
C27,A.s,A,EH0017,4,EH0017,0,1,6,14,16
C27,A.s,A,EH0017,6,EH0017,0,1,13,12,24
C27,A.s,A,EH0017,7,EH0017,0,1,5,12,24
C27,A.s,A,EH0017,8,EH0017,0,1,7,15,24
C27,A.s,A,EH0017,10,EH0017,0,1,8,20,24
C27,A.s,A,EH0017,11,EH0017,0,1,8,18,28
C27,A.s,A,EH0017,12,EH0017,0,1,8,19,28
C27,A.s,A,EH0017,13,EH0017,0,1,13,34,28
C27,A.s,A,EH0017,16,EH0017,0,1,11,21,28
C27,A.s,A,EH0017,17,EH0017,0,1,5,10,32
C27,A.s,A,EH0017,18,EH0017,0,1,7,15,32
C27,A.s,A,EH0017,19,EH0017,0,1,3,7,32
C27,A.s,A,EH0017,21,EH0017,0,1,4,10,32
C27,A.s,A,EH0017,22,EH0017,0,1,6,14,41
C27,A.s,A,EH0017,23,EH0017,0,1,6,19,41
C27,A.s,A,EH0017,24,EH0017,0,1,2,3,41
C27,A.s,A,EH0017,25,EH0017,0,1,4,11,41
C27,A.s,A,EH0017,26,EH0017,0,1,5,20,5
C27,A.s,A,EH0017,27,EH0017,0,1,4,7,5
C27,A.s,A,EH0017,28,EH0017,0,1,6,10,5
C27,A.s,A,EH0017,32,EH0017,0,1,7,14,5
C27,A.s,A,EH0019,1,EH0019,0,1,11,20,13
C27,A.s,A,EH0019,2,EH0019,0,1,13,22,13
C27,A.s,A,EH0019,3,EH0019,0,1,11,23,13
C27,A.s,A,EH0019,4,EH0019,0,1,3,3,13
C27,A.s,A,EH0019,5,EH0019,0,1,12,31,13
C27,A.s,A,EH0019,7,EH0019,0,1,6,18,13
C27,A.s,A,EH0019,9,EH0019,0,1,5,12,13
C27,A.s,A,EH0019,10,EH0019,0,1,5,5,13
C27,A.s,A,EH0019,16,EH0019,0,1,14,34,14
C27,A.s,A,EH0019,18,EH0019,0,1,12,25,14
C27,A.s,A,EH0019,20,EH0019,0,1,11,26,14
C27,A.s,A,EH0019,21,EH0019,0,1,10,18,14
C27,A.s,A,EH0019,22,EH0019,0,1,8,18,28
