pop,ms,s.region,mom,rep,id,A.D.NA,surv,surv.to.seedling,rack
L11,S,SO.s,AW0195,14,AW0195.14,A,1,1,10
L11,S,SO.s,AW0195,15,AW0195.15,A,1,1,10
L11,S,SO.s,AW0195,16,AW0195.16,A,1,1,10
L11,S,SO.s,AW0205,1,AW0205.1,NA,NA,0,4
L11,S,SO.s,AW0205,2,AW0205.2,NA,NA,0,4
L11,S,SO.s,AW0205,3,AW0205.3,A,1,1,4
L11,S,SO.s,AW0205,4,AW0205.4,A,1,1,4
L11,S,SO.s,AW0205,5,AW0205.5,A,1,1,8
L11,S,SO.s,AW0205,6,AW0205.6,A,1,1,8
L11,S,SO.s,AW0205,7,AW0205.7,NA,NA,0,8
L11,S,SO.s,AW0205,8,AW0205.8,D,0,0,8
L11,S,SO.s,AW0205,9,AW0205.9,D,0,0,17
L11,S,SO.s,AW0205,10,AW0205.10,D,0,0,17
L11,S,SO.s,AW0205,11,AW0205.11,DEAD,0,0,17
L11,S,SO.s,AW0205,12,AW0205.12,NA,NA,0,17
L11,S,SO.s,AW0205,13,AW0205.13,A,1,1,25
L11,S,SO.s,AW0205,14,AW0205.14,A,1,1,25
L11,S,SO.s,AW0205,15,AW0205.15,DEAD,0,0,25
L11,S,SO.s,AW0205,16,AW0205.16,NA,NA,0,25
L11,S,SO.s,AW0205,17,AW0205.17,A,1,1,30
L11,S,SO.s,AW0205,18,AW0205.18,A,1,1,30
L11,S,SO.s,AW0205,19,AW0205.19,A,1,1,30
L11,S,SO.s,AW0205,20,AW0205.20,NA,NA,0,30
L11,S,SO.s,AW0205,21,AW0205.21,NA,NA,0,33
L11,S,SO.s,AW0205,22,AW0205.22,NA,NA,0,33
L11,S,SO.s,AW0205,23,AW0205.23,A,1,1,33
L11,S,SO.s,AW0205,24,AW0205.24,A,1,1,33
L11,S,SO.s,AW0205,25,AW0205.25,NA,NA,0,39
L11,S,SO.s,AW0205,26,AW0205.26,NA,NA,0,39
L11,S,SO.s,AW0205,27,AW0205.27,NA,NA,0,39
L11,S,SO.s,AW0205,28,AW0205.28,A,1,1,39
L11,S,SO.s,AW0205,29,AW0205.29,NA,NA,0,40
L11,S,SO.s,AW0205,30,AW0205.30,A,1,1,40
L11,S,SO.s,AW0205,31,AW0205.31,A,1,1,40
L11,S,SO.s,AW0205,32,AW0205.32,A,1,1,40
L11,S,SO.s,AW0206,1,AW0206.1,A,1,1,4
L11,S,SO.s,AW0206,2,AW0206.2,A,1,1,4
L11,S,SO.s,AW0206,3,AW0206.3,A,1,1,4
L11,S,SO.s,AW0206,4,AW0206.4,NA,NA,0,4
L11,S,SO.s,AW0206,5,AW0206.5,NA,NA,0,9
L11,S,SO.s,AW0206,6,AW0206.6,A,1,1,9
L11,S,SO.s,AW0206,7,AW0206.7,A,1,1,9
L11,S,SO.s,AW0206,8,AW0206.8,A,1,1,9
L11,S,SO.s,AW0206,9,AW0206.9,NA,NA,0,14
L11,S,SO.s,AW0206,10,AW0206.10,NA,NA,0,14
L11,S,SO.s,AW0206,11,AW0206.11,NA,NA,0,14
L11,S,SO.s,AW0206,12,AW0206.12,NA,NA,0,14
L11,S,SO.s,AW0206,13,AW0206.13,A,1,1,16
L11,S,SO.s,AW0206,14,AW0206.14,A,1,1,16
L11,S,SO.s,AW0206,15,AW0206.15,A,1,1,16
L11,S,SO.s,AW0206,16,AW0206.16,NA,NA,0,16
L11,S,SO.s,AW0206,17,AW0206.17,A,1,1,16
L11,S,SO.s,AW0206,18,AW0206.18,A,1,1,16
L11,S,SO.s,AW0206,19,AW0206.19,A,1,1,16
L11,S,SO.s,AW0206,20,AW0206.20,NA,NA,0,16
L11,S,SO.s,AW0206,21,AW0206.21,A,1,1,20
L11,S,SO.s,AW0206,22,AW0206.22,A,1,1,20
L11,S,SO.s,AW0206,23,AW0206.23,NA,NA,0,20
L11,S,SO.s,AW0206,24,AW0206.24,NA,NA,0,20
L11,S,SO.s,AW0206,25,AW0206.25,A,1,1,28
L11,S,SO.s,AW0206,26,AW0206.26,A,1,1,28
L11,S,SO.s,AW0206,27,AW0206.27,A,1,1,28
L11,S,SO.s,AW0206,28,AW0206.28,A,1,1,28
L11,S,SO.s,AW0206,29,AW0206.29,A,1,1,36
L11,S,SO.s,AW0206,30,AW0206.30,A,1,1,36
L11,S,SO.s,AW0206,31,AW0206.31,A,1,1,36
L11,S,SO.s,AW0206,32,AW0206.32,A,1,1,36
L11,S,SO.s,AW0207,1,AW0207.1,A,1,1,2
L11,S,SO.s,AW0207,2,AW0207.2,A,1,1,2
L11,S,SO.s,AW0207,3,AW0207.3,A,1,1,2
L11,S,SO.s,AW0207,4,AW0207.4,A,1,1,2
L11,S,SO.s,AW0207,5,AW0207.5,A,1,1,20
L11,S,SO.s,AW0207,6,AW0207.6,A,1,1,20
L11,S,SO.s,AW0207,7,AW0207.7,NA,NA,0,20
L11,S,SO.s,AW0207,8,AW0207.8,NA,NA,0,20
L11,S,SO.s,AW0207,9,AW0207.9,A,1,1,20
L11,S,SO.s,AW0207,10,AW0207.10,A,1,1,20
L11,S,SO.s,AW0207,11,AW0207.11,A,1,1,20
L11,S,SO.s,AW0207,12,AW0207.12,NA,NA,0,20
L11,S,SO.s,AW0207,13,AW0207.13,A,1,1,20
L11,S,SO.s,AW0207,14,AW0207.14,NA,NA,0,20
L11,S,SO.s,AW0207,15,AW0207.15,NA,NA,0,20
L11,S,SO.s,AW0207,16,AW0207.16,NA,NA,0,20
L11,S,SO.s,AW0207,17,AW0207.17,NA,NA,0,27
L11,S,SO.s,AW0207,18,AW0207.18,NA,NA,0,27
L11,S,SO.s,AW0207,19,AW0207.19,NA,NA,0,27
L11,S,SO.s,AW0207,20,AW0207.20,A,1,1,27
L11,S,SO.s,AW0207,21,AW0207.21,A,1,1,30
L11,S,SO.s,AW0207,22,AW0207.22,A,1,1,30
L11,S,SO.s,AW0207,23,AW0207.23,NA,NA,0,30
L11,S,SO.s,AW0207,24,AW0207.24,A,1,1,30
L11,S,SO.s,AW0207,25,AW0207.25,A,1,1,34
L11,S,SO.s,AW0207,26,AW0207.26,NA,NA,0,34
L11,S,SO.s,AW0207,27,AW0207.27,NA,NA,0,34
L11,S,SO.s,AW0207,28,AW0207.28,NA,NA,0,34
L11,S,SO.s,AW0207,29,AW0207.29,A,1,1,39
L11,S,SO.s,AW0207,30,AW0207.30,D,0,0,39
L11,S,SO.s,AW0207,31,AW0207.31,NA,NA,0,39
L11,S,SO.s,AW0207,32,AW0207.32,A,1,1,39
L11,S,SO.s,AW0212,1,AW0212.1,A,1,1,6
L11,S,SO.s,AW0212,2,AW0212.2,A,1,1,6
L11,S,SO.s,AW0212,3,AW0212.3,NA,NA,0,6
L11,S,SO.s,AW0212,4,AW0212.4,NA,NA,0,6
L11,S,SO.s,AW0212,5,AW0212.5,A,1,1,7
L11,S,SO.s,AW0212,6,AW0212.6,NA,NA,0,7
L11,S,SO.s,AW0212,7,AW0212.7,NA,NA,0,7
L11,S,SO.s,AW0212,8,AW0212.8,A,1,1,7
L11,S,SO.s,AW0212,9,AW0212.9,A,1,1,8
L11,S,SO.s,AW0212,10,AW0212.10,NA,NA,0,8
L11,S,SO.s,AW0212,11,AW0212.11,NA,NA,0,8
L11,S,SO.s,AW0212,12,AW0212.12,NA,NA,0,8
L11,S,SO.s,AW0212,13,AW0212.13,A,1,1,12
L11,S,SO.s,AW0212,14,AW0212.14,A,1,1,12
L11,S,SO.s,AW0212,15,AW0212.15,A,1,1,12
L11,S,SO.s,AW0212,16,AW0212.16,A,1,1,12
L11,S,SO.s,AW0212,17,AW0212.17,A,1,1,16
L11,S,SO.s,AW0212,18,AW0212.18,A,1,1,16
L11,S,SO.s,AW0212,19,AW0212.19,NA,NA,0,16
L11,S,SO.s,AW0212,20,AW0212.20,NA,NA,0,16
L11,S,SO.s,AW0212,21,AW0212.21,A,1,1,20
L11,S,SO.s,AW0212,22,AW0212.22,A,1,1,20
L11,S,SO.s,AW0212,23,AW0212.23,NA,NA,0,20
L11,S,SO.s,AW0212,24,AW0212.24,NA,NA,0,20
L11,S,SO.s,AW0212,25,AW0212.25,NA,NA,0,41
L11,S,SO.s,AW0212,26,AW0212.26,NA,NA,0,41
L11,S,SO.s,AW0212,27,AW0212.27,NA,NA,0,41
L11,S,SO.s,AW0212,28,AW0212.28,NA,NA,0,41
L11,S,SO.s,AW0212,29,AW0212.29,A,1,1,44
L11,S,SO.s,AW0212,30,AW0212.30,NA,NA,0,44
L11,S,SO.s,AW0212,31,AW0212.31,NA,NA,0,44
L11,S,SO.s,AW0212,32,AW0212.32,NA,NA,0,44
L11,S,SO.s,AW0213,1,AW0213.1,D,0,0,1
L11,S,SO.s,AW0213,2,AW0213.2,A,1,1,1
L11,S,SO.s,AW0213,3,AW0213.3,A,1,1,1
L11,S,SO.s,AW0213,4,AW0213.4,A,1,1,1
L11,S,SO.s,AW0213,5,AW0213.5,A,1,1,12
L11,S,SO.s,AW0213,6,AW0213.6,A,1,1,12
L11,S,SO.s,AW0213,7,AW0213.7,A,1,1,12
L11,S,SO.s,AW0213,8,AW0213.8,NA,NA,0,12
L11,S,SO.s,AW0213,9,AW0213.9,A,1,1,13
L11,S,SO.s,AW0213,10,AW0213.10,NA,NA,0,13
L11,S,SO.s,AW0213,11,AW0213.11,NA,NA,0,13
L11,S,SO.s,AW0213,12,AW0213.12,NA,NA,0,13
L11,S,SO.s,AW0213,13,AW0213.13,A,1,1,23
L11,S,SO.s,AW0213,14,AW0213.14,NA,NA,0,23
L11,S,SO.s,AW0213,15,AW0213.15,NA,NA,0,23
L11,S,SO.s,AW0213,16,AW0213.16,NA,NA,0,23
L11,S,SO.s,AW0213,17,AW0213.17,NA,NA,0,24
L11,S,SO.s,AW0213,18,AW0213.18,NA,NA,0,24
L11,S,SO.s,AW0213,19,AW0213.19,NA,NA,0,24
L11,S,SO.s,AW0213,20,AW0213.20,NA,NA,0,24
L11,S,SO.s,AW0213,21,AW0213.21,NA,NA,0,29
L11,S,SO.s,AW0213,22,AW0213.22,NA,NA,0,29
L11,S,SO.s,AW0213,23,AW0213.23,NA,NA,0,29
L11,S,SO.s,AW0213,24,AW0213.24,A,1,1,29
L11,S,SO.s,AW0213,25,AW0213.25,A,1,1,39
L11,S,SO.s,AW0213,26,AW0213.26,NA,NA,0,39
L11,S,SO.s,AW0213,27,AW0213.27,NA,NA,0,39
L11,S,SO.s,AW0213,28,AW0213.28,NA,NA,0,39
L11,S,SO.s,AW0213,29,AW0213.29,NA,NA,0,41
L11,S,SO.s,AW0213,30,AW0213.30,NA,NA,0,41
L11,S,SO.s,AW0213,31,AW0213.31,NA,NA,0,41
L11,S,SO.s,AW0213,32,AW0213.32,NA,NA,0,41
L12,S,SO.s,AW0283,1,AW0283.1,A,1,1,4
L12,S,SO.s,AW0283,2,AW0283.2,A,1,1,4
L12,S,SO.s,AW0283,3,AW0283.3,A,1,1,4
L12,S,SO.s,AW0283,4,AW0283.4,A,1,1,4
L12,S,SO.s,AW0283,5,AW0283.5,A,1,1,14
L12,S,SO.s,AW0283,6,AW0283.6,A,1,1,14
L12,S,SO.s,AW0283,7,AW0283.7,A,1,1,14
L12,S,SO.s,AW0283,8,AW0283.8,D,0,0,14
L12,S,SO.s,AW0283,9,AW0283.9,A,1,1,16
L12,S,SO.s,AW0283,10,AW0283.10,A,1,1,16
L12,S,SO.s,AW0283,11,AW0283.11,A,1,1,16
L12,S,SO.s,AW0283,12,AW0283.12,A,1,1,16
L12,S,SO.s,AW0283,13,AW0283.13,A,1,1,16
L12,S,SO.s,AW0283,14,AW0283.14,A,1,1,16
L12,S,SO.s,AW0283,15,AW0283.15,A,1,1,16
L12,S,SO.s,AW0283,16,AW0283.16,A,1,1,16
L12,S,SO.s,AW0283,17,AW0283.17,A,1,1,24
L12,S,SO.s,AW0283,18,AW0283.18,A,1,1,24
L12,S,SO.s,AW0283,19,AW0283.19,A,1,1,24
L12,S,SO.s,AW0283,20,AW0283.20,NA,NA,0,24
L12,S,SO.s,AW0283,21,AW0283.21,A,1,1,28
L12,S,SO.s,AW0283,22,AW0283.22,A,1,1,28
L12,S,SO.s,AW0283,23,AW0283.23,A,1,1,28
L12,S,SO.s,AW0283,24,AW0283.24,A,1,1,28
L12,S,SO.s,AW0283,25,AW0283.25,A,1,1,32
L12,S,SO.s,AW0283,26,AW0283.26,A,1,1,32
L12,S,SO.s,AW0283,27,AW0283.27,D,0,0,32
L12,S,SO.s,AW0283,28,AW0283.28,NA,NA,0,32
L12,S,SO.s,AW0283,29,AW0283.29,NA,NA,0,41
L12,S,SO.s,AW0283,30,AW0283.30,A,1,1,41
L12,S,SO.s,AW0283,31,AW0283.31,A,1,1,41
L12,S,SO.s,AW0283,32,AW0283.32,A,1,1,41
L12,S,SO.s,AW0286,1,AW0286.1,A,1,1,5
L12,S,SO.s,AW0286,2,AW0286.2,A,1,1,5
L12,S,SO.s,AW0286,3,AW0286.3,A,1,1,5
L12,S,SO.s,AW0286,4,AW0286.4,A,1,1,5
L12,S,SO.s,AW0286,5,AW0286.5,A,1,1,13
L12,S,SO.s,AW0286,6,AW0286.6,A,1,1,13
L12,S,SO.s,AW0286,7,AW0286.7,A,1,1,13
L12,S,SO.s,AW0286,8,AW0286.8,A,1,1,13
L12,S,SO.s,AW0286,9,AW0286.9,NA,NA,0,13
L12,S,SO.s,AW0286,10,AW0286.10,NA,NA,0,13
L12,S,SO.s,AW0286,11,AW0286.11,NA,NA,0,13
L12,S,SO.s,AW0286,12,AW0286.12,A,1,1,13
L12,S,SO.s,AW0286,13,AW0286.13,NA,NA,0,14
L12,S,SO.s,AW0286,14,AW0286.14,NA,NA,0,14
L12,S,SO.s,AW0286,15,AW0286.15,NA,NA,0,14
L12,S,SO.s,AW0286,16,AW0286.16,D,0,0,14
L12,S,SO.s,AW0286,17,AW0286.17,A,1,1,28
L12,S,SO.s,AW0286,18,AW0286.18,A,1,1,28
L12,S,SO.s,AW0286,19,AW0286.19,A,1,1,28
L12,S,SO.s,AW0286,20,AW0286.20,A,1,1,28
L12,S,SO.s,AW0286,21,AW0286.21,A,1,1,29
L12,S,SO.s,AW0286,22,AW0286.22,A,1,1,29
L12,S,SO.s,AW0286,23,AW0286.23,DEAD,0,0,29
L12,S,SO.s,AW0286,24,AW0286.24,A,1,1,29
L12,S,SO.s,AW0286,25,AW0286.25,A,1,1,31
L12,S,SO.s,AW0286,26,AW0286.26,A,1,1,31
L12,S,SO.s,AW0286,27,AW0286.27,A,1,1,31
L12,S,SO.s,AW0286,28,AW0286.28,A,1,1,31
L12,S,SO.s,AW0286,29,AW0286.29,A,1,1,39
L12,S,SO.s,AW0286,30,AW0286.30,A,1,1,39
L12,S,SO.s,AW0286,31,AW0286.31,A,1,1,39
L12,S,SO.s,AW0286,32,AW0286.32,A,1,1,39
L12,S,SO.s,AW0289,1,AW0289.1,A,1,1,2
L12,S,SO.s,AW0289,2,AW0289.2,A,1,1,2
L12,S,SO.s,AW0289,3,AW0289.3,A,1,1,2
L12,S,SO.s,AW0289,4,AW0289.4,A,1,1,2
L12,S,SO.s,AW0289,5,AW0289.5,A,1,1,14
L12,S,SO.s,AW0289,6,AW0289.6,A,1,1,14
L12,S,SO.s,AW0289,7,AW0289.7,A,1,1,14
L12,S,SO.s,AW0289,8,AW0289.8,A,1,1,14
L12,S,SO.s,AW0289,9,AW0289.9,A,1,1,16
L12,S,SO.s,AW0289,10,AW0289.10,A,1,1,16
L12,S,SO.s,AW0289,11,AW0289.11,NA,NA,0,16
L12,S,SO.s,AW0289,12,AW0289.12,A,1,1,16
L12,S,SO.s,AW0289,13,AW0289.13,NA,NA,0,23
L12,S,SO.s,AW0289,14,AW0289.14,NA,NA,0,23
L12,S,SO.s,AW0289,15,AW0289.15,NA,NA,0,23
L12,S,SO.s,AW0289,16,AW0289.16,NA,NA,0,23
L12,S,SO.s,AW0289,17,AW0289.17,NA,NA,0,25
L12,S,SO.s,AW0289,18,AW0289.18,A,1,1,25
L12,S,SO.s,AW0289,19,AW0289.19,NA,NA,0,25
L12,S,SO.s,AW0289,20,AW0289.20,A,1,1,25
L12,S,SO.s,AW0289,21,AW0289.21,A,1,1,32
L12,S,SO.s,AW0289,22,AW0289.22,A,1,1,32
L12,S,SO.s,AW0289,23,AW0289.23,A,1,1,32
L12,S,SO.s,AW0289,24,AW0289.24,NA,NA,0,32
L12,S,SO.s,AW0289,25,AW0289.25,A,1,1,33
L12,S,SO.s,AW0289,26,AW0289.26,A,1,1,33
L12,S,SO.s,AW0289,27,AW0289.27,A,1,1,33
L12,S,SO.s,AW0289,28,AW0289.28,A,1,1,33
L12,S,SO.s,AW0289,29,AW0289.29,A,1,1,37
L12,S,SO.s,AW0289,30,AW0289.30,A,1,1,37
L12,S,SO.s,AW0289,31,AW0289.31,A,1,1,37
L12,S,SO.s,AW0289,32,AW0289.32,A,1,1,37
L12,S,SO.s,AW0291,1,AW0291.1,A,1,1,4
L12,S,SO.s,AW0291,2,AW0291.2,A,1,1,4
L12,S,SO.s,AW0291,3,AW0291.3,A,1,1,4
L12,S,SO.s,AW0291,4,AW0291.4,A,1,1,4
L12,S,SO.s,AW0291,5,AW0291.5,A,1,1,6
L12,S,SO.s,AW0291,6,AW0291.6,A,1,1,6
L12,S,SO.s,AW0291,7,AW0291.7,A,1,1,6
L12,S,SO.s,AW0291,8,AW0291.8,A,1,1,6
L12,S,SO.s,AW0291,9,AW0291.9,A,1,1,9
L12,S,SO.s,AW0291,10,AW0291.10,A,1,1,9
L12,S,SO.s,AW0291,11,AW0291.11,A,1,1,9
L12,S,SO.s,AW0291,12,AW0291.12,A,1,1,9
L12,S,SO.s,AW0291,13,AW0291.13,A,1,1,11
L12,S,SO.s,AW0291,14,AW0291.14,A,1,1,11
L12,S,SO.s,AW0291,15,AW0291.15,A,1,1,11
L12,S,SO.s,AW0291,16,AW0291.16,A,1,1,11
L12,S,SO.s,AW0291,17,AW0291.17,A,1,1,13
L12,S,SO.s,AW0291,18,AW0291.18,A,1,1,13
L12,S,SO.s,AW0291,19,AW0291.19,NA,NA,0,13
L12,S,SO.s,AW0291,20,AW0291.20,A,1,1,13
L12,S,SO.s,AW0291,21,AW0291.21,A,1,1,17
L12,S,SO.s,AW0291,22,AW0291.22,A,1,1,17
L12,S,SO.s,AW0291,23,AW0291.23,NA,NA,0,17
L12,S,SO.s,AW0291,24,AW0291.24,NA,NA,0,17
L12,S,SO.s,AW0291,25,AW0291.25,A,1,1,31
L12,S,SO.s,AW0291,26,AW0291.26,A,1,1,31
L12,S,SO.s,AW0291,27,AW0291.27,A,1,1,31
L12,S,SO.s,AW0291,28,AW0291.28,A,1,1,31
L12,S,SO.s,AW0291,29,AW0291.29,A,1,1,37
L12,S,SO.s,AW0291,30,AW0291.30,A,1,1,37
L12,S,SO.s,AW0291,31,AW0291.31,A,1,1,37
L12,S,SO.s,AW0291,32,AW0291.32,D,0,0,37
L12,S,SO.s,AW0292,1,AW0292.1,A,1,1,5
L12,S,SO.s,AW0292,2,AW0292.2,A,1,1,5
L12,S,SO.s,AW0292,3,AW0292.3,A,1,1,5
L12,S,SO.s,AW0292,4,AW0292.4,A,1,1,5
L12,S,SO.s,AW0292,5,AW0292.5,A,1,1,12
L12,S,SO.s,AW0292,6,AW0292.6,D,0,0,12
L12,S,SO.s,AW0292,7,AW0292.7,A,1,1,12
L12,S,SO.s,AW0292,8,AW0292.8,A,1,1,12
L12,S,SO.s,AW0292,9,AW0292.9,A,1,1,16
L12,S,SO.s,AW0292,10,AW0292.10,A,1,1,16
L12,S,SO.s,AW0292,11,AW0292.11,A,1,1,16
L12,S,SO.s,AW0292,12,AW0292.12,A,1,1,16
L12,S,SO.s,AW0292,13,AW0292.13,A,1,1,20
L12,S,SO.s,AW0292,14,AW0292.14,A,1,1,20
L12,S,SO.s,AW0292,15,AW0292.15,NA,NA,0,20
L12,S,SO.s,AW0292,16,AW0292.16,NA,NA,0,20
L12,S,SO.s,AW0292,17,AW0292.17,A,1,1,28
L12,S,SO.s,AW0292,18,AW0292.18,A,1,1,28
L12,S,SO.s,AW0292,19,AW0292.19,D,0,0,28
L12,S,SO.s,AW0292,20,AW0292.20,NA,NA,0,28
L12,S,SO.s,AW0292,21,AW0292.21,NA,NA,0,43
L12,S,SO.s,AW0292,22,AW0292.22,A,1,1,43
L12,S,SO.s,AW0292,23,AW0292.23,NA,NA,0,43
L12,S,SO.s,AW0292,24,AW0292.24,NA,NA,0,43
L12,S,SO.s,AW0292,25,AW0292.25,A,1,1,44
L12,S,SO.s,AW0292,26,AW0292.26,D,0,0,44
L12,S,SO.s,AW0292,27,AW0292.27,D,0,0,44
L12,S,SO.s,AW0292,28,AW0292.28,NA,NA,0,44
L12,S,SO.s,AW0292,29,AW0292.29,A,1,1,44
L12,S,SO.s,AW0292,30,AW0292.30,A,1,1,44
L12,S,SO.s,AW0292,31,AW0292.31,NA,NA,0,44
L12,S,SO.s,AW0292,32,AW0292.32,NA,NA,0,44
L12,S,SO.s,AW0293,1,AW0293.1,N,NA,0,5
L12,S,SO.s,AW0293,2,AW0293.2,N,NA,0,5
L12,S,SO.s,AW0293,3,AW0293.3,N,NA,0,5
L12,S,SO.s,AW0293,4,AW0293.4,N,NA,0,5
L12,S,SO.s,AW0293,5,AW0293.5,A,1,1,21
L12,S,SO.s,AW0293,6,AW0293.6,A,1,1,21
L12,S,SO.s,AW0293,7,AW0293.7,NA,NA,0,21
L12,S,SO.s,AW0293,8,AW0293.8,NA,NA,0,21
L12,S,SO.s,AW0293,9,AW0293.9,A,1,1,22
L12,S,SO.s,AW0293,10,AW0293.10,A,1,1,22
L12,S,SO.s,AW0293,11,AW0293.11,NA,NA,0,22
L12,S,SO.s,AW0293,12,AW0293.12,NA,NA,0,22
L12,S,SO.s,AW0293,13,AW0293.13,NA,NA,0,23
L12,S,SO.s,AW0293,14,AW0293.14,NA,NA,0,23
L12,S,SO.s,AW0293,15,AW0293.15,NA,NA,0,23
L12,S,SO.s,AW0293,16,AW0293.16,A,1,1,23
L12,S,SO.s,AW0293,17,AW0293.17,A,1,1,30
L12,S,SO.s,AW0293,18,AW0293.18,NA,NA,0,30
L12,S,SO.s,AW0293,19,AW0293.19,NA,NA,0,30
L12,S,SO.s,AW0293,20,AW0293.20,NA,NA,0,30
L12,S,SO.s,AW0293,21,AW0293.21,A,1,1,37
L12,S,SO.s,AW0293,22,AW0293.22,NA,NA,0,37
L12,S,SO.s,AW0293,23,AW0293.23,NA,NA,0,37
L12,S,SO.s,AW0293,24,AW0293.24,NA,NA,0,37
L12,S,SO.s,AW0293,25,AW0293.25,NA,NA,0,38
L12,S,SO.s,AW0293,26,AW0293.26,NA,NA,0,38
L12,S,SO.s,AW0293,27,AW0293.27,NA,NA,0,38
L12,S,SO.s,AW0293,28,AW0293.28,NA,NA,0,38
L12,S,SO.s,AW0293,29,AW0293.29,NA,NA,0,42
L12,S,SO.s,AW0293,30,AW0293.30,NA,NA,0,42
L12,S,SO.s,AW0293,31,AW0293.31,NA,NA,0,42
L12,S,SO.s,AW0293,32,AW0293.32,NA,NA,0,42
L12,S,SO.s,AW0294,1,AW0294.1,A,1,1,5
L12,S,SO.s,AW0294,2,AW0294.2,A,1,1,5
L12,S,SO.s,AW0294,3,AW0294.3,A,1,1,5
L12,S,SO.s,AW0294,4,AW0294.4,NA,NA,0,5
L12,S,SO.s,AW0294,5,AW0294.5,A,1,1,9
L12,S,SO.s,AW0294,6,AW0294.6,A,1,1,9
L12,S,SO.s,AW0294,7,AW0294.7,A,1,1,9
L12,S,SO.s,AW0294,8,AW0294.8,A,1,1,9
L12,S,SO.s,AW0294,9,AW0294.9,A,1,1,10
L12,S,SO.s,AW0294,10,AW0294.10,NA,NA,0,10
L12,S,SO.s,AW0294,11,AW0294.11,NA,NA,0,10
L12,S,SO.s,AW0294,12,AW0294.12,D,0,0,10
L12,S,SO.s,AW0294,13,AW0294.13,A,1,1,12
L12,S,SO.s,AW0294,14,AW0294.14,A,1,1,12
L12,S,SO.s,AW0294,15,AW0294.15,A,1,1,12
L12,S,SO.s,AW0294,16,AW0294.16,A,1,1,12
L12,S,SO.s,AW0294,17,AW0294.17,A,1,1,12
L12,S,SO.s,AW0294,18,AW0294.18,A,1,1,12
L12,S,SO.s,AW0294,19,AW0294.19,A,1,1,12
L12,S,SO.s,AW0294,20,AW0294.20,NA,NA,0,12
L12,S,SO.s,AW0294,21,AW0294.21,A,1,1,32
L12,S,SO.s,AW0294,22,AW0294.22,A,1,1,32
L12,S,SO.s,AW0294,23,AW0294.23,A,1,1,32
L12,S,SO.s,AW0294,24,AW0294.24,A,1,1,32
L12,S,SO.s,AW0294,25,AW0294.25,A,1,1,37
L12,S,SO.s,AW0294,26,AW0294.26,A,1,1,37
L12,S,SO.s,AW0294,27,AW0294.27,A,1,1,37
L12,S,SO.s,AW0294,28,AW0294.28,A,1,1,37
L12,S,SO.s,AW0294,29,AW0294.29,A,1,1,38
L12,S,SO.s,AW0294,30,AW0294.30,A,1,1,38
L12,S,SO.s,AW0294,31,AW0294.31,A,1,1,38
L12,S,SO.s,AW0294,32,AW0294.32,A,1,1,38
L12,S,SO.s,AW0296,1,AW0296.1,A,1,1,4
L12,S,SO.s,AW0296,2,AW0296.2,A,1,1,4
L12,S,SO.s,AW0296,3,AW0296.3,A,1,1,4
L12,S,SO.s,AW0296,4,AW0296.4,A,1,1,4
L12,S,SO.s,AW0296,5,AW0296.5,A,1,1,15
L12,S,SO.s,AW0296,6,AW0296.6,A,1,1,15
L12,S,SO.s,AW0296,7,AW0296.7,A,1,1,15
L12,S,SO.s,AW0296,8,AW0296.8,A,1,1,15
L12,S,SO.s,AW0296,9,AW0296.9,A,1,1,20
L12,S,SO.s,AW0296,10,AW0296.10,A,1,1,20
L12,S,SO.s,AW0296,11,AW0296.11,A,1,1,20
L12,S,SO.s,AW0296,12,AW0296.12,NA,NA,0,20
L12,S,SO.s,AW0296,13,AW0296.13,NA,NA,0,42
L12,S,SO.s,AW0296,14,AW0296.14,NA,NA,0,42
L12,S,SO.s,AW0296,15,AW0296.15,NA,NA,0,42
L12,S,SO.s,AW0296,16,AW0296.16,A,1,1,42
L12,S,SO.s,AW0296,17,AW0296.17,A,1,1,43
L12,S,SO.s,AW0296,18,AW0296.18,NA,NA,0,43
L12,S,SO.s,AW0296,19,AW0296.19,A,1,1,43
L12,S,SO.s,AW0296,20,AW0296.20,A,1,1,43
L12,S,SO.s,AW0296,21,AW0296.21,A,1,1,43
L12,S,SO.s,AW0296,22,AW0296.22,NA,NA,0,43
L12,S,SO.s,AW0296,23,AW0296.23,A,1,1,43
L12,S,SO.s,AW0296,24,AW0296.24,A,1,1,43
L12,S,SO.s,AW0296,25,AW0296.25,A,1,1,43
L12,S,SO.s,AW0296,26,AW0296.26,A,1,1,43
L12,S,SO.s,AW0296,27,AW0296.27,NA,NA,0,43
L12,S,SO.s,AW0296,28,AW0296.28,NA,NA,0,43
L12,S,SO.s,AW0296,29,AW0296.29,A,1,1,43
L12,S,SO.s,AW0296,30,AW0296.30,NA,NA,0,43
L12,S,SO.s,AW0296,31,AW0296.31,NA,NA,0,43
L12,S,SO.s,AW0296,32,AW0296.32,NA,NA,0,43
L12,S,SO.s,AW0299,1,AW0299.1,A,1,1,3
L12,S,SO.s,AW0299,2,AW0299.2,A,1,1,3
L12,S,SO.s,AW0299,3,AW0299.3,A,1,1,3
L12,S,SO.s,AW0299,4,AW0299.4,A,1,1,3
L12,S,SO.s,AW0299,5,AW0299.5,A,1,1,8
L12,S,SO.s,AW0299,6,AW0299.6,A,1,1,8
L12,S,SO.s,AW0299,7,AW0299.7,A,1,1,8
L12,S,SO.s,AW0299,8,AW0299.8,A,1,1,8
